task_id,wo_id,task_seq,discipline,description,task_status,planned_hours,actual_hours,origin_system
WOT-0001868,WO-000732,4,Electrical,Accept mission event some simply could,Completed,12.37,,GCP-BigQuery
WOT-0001869,WO-000733,1,Piping,Draw involve party home stay fall carry,Completed,28.83,,GCP-BigQuery
WOT-0001870,WO-000733,2,I&C,In official especially pattern threat religious effort painting,Completed,10.71,,GCP-BigQuery
WOT-0001871,WO-000733,3,I&C,Within if course,Open,23.78,,GCP-BigQuery
WOT-0001872,WO-000733,4,Piping,Reality office sport oil whose,Completed,3.35,,GCP-BigQuery
WOT-0001873,WO-000734,1,Electrical,Car American your seat rule,Completed,26.01,29.62,GCP-BigQuery
WOT-0001874,WO-000734,2,I&C,Card design where off prepare response,Completed,2.17,2.93,GCP-BigQuery
WOT-0001875,WO-000734,3,Structural,Including game language,Completed,20.49,25.49,GCP-BigQuery
WOT-0001876,WO-000735,1,I&C,Right size than foot,Completed,30.29,24.46,GCP-BigQuery
WOT-0001877,WO-000735,2,Mechanical,Her million every production tax certainly,Completed,18.96,20.25,GCP-BigQuery
WOT-0001878,WO-000735,3,Electrical,Good thank teach production majority we,Completed,19.12,15.57,GCP-BigQuery
WOT-0001879,WO-000736,1,Structural,Any able less article threat arrive,In Progress,2.59,,GCP-BigQuery
WOT-0001880,WO-000737,1,Piping,Modern data book expert exist computer shoulder,Completed,16.19,13.66,GCP-BigQuery
WOT-0001881,WO-000738,1,Structural,Size morning only girl popular last read,Completed,22.26,,GCP-BigQuery
WOT-0001882,WO-000738,2,Structural,Style white especially lose just,Completed,5.57,,GCP-BigQuery
WOT-0001883,WO-000738,3,Piping,Admit doctor magazine despite,In Progress,14.79,,GCP-BigQuery
WOT-0001884,WO-000739,1,Mechanical,Meeting value body return miss ready even,In Progress,28.96,,GCP-BigQuery
WOT-0001885,WO-000739,2,Structural,Son second after note those drop executive,Completed,6.0,,GCP-BigQuery
WOT-0001886,WO-000739,3,Mechanical,Serious protect new party sometimes,Completed,12.68,,GCP-BigQuery
WOT-0001887,WO-000739,4,Mechanical,Two physical within about when force ready,In Progress,39.47,,GCP-BigQuery
WOT-0001888,WO-000740,1,Piping,Information game loss cost run result interesting,Completed,25.09,,GCP-BigQuery
WOT-0001889,WO-000740,2,I&C,Only pick prove whether north,Completed,33.62,,GCP-BigQuery
WOT-0001890,WO-000740,3,I&C,Benefit line cultural each animal from,In Progress,14.9,,GCP-BigQuery
WOT-0001891,WO-000741,1,Electrical,Serve mouth manage issue none ready billion,Completed,15.17,15.11,GCP-BigQuery
WOT-0001892,WO-000741,2,Electrical,Discuss term day include,Completed,7.32,7.74,GCP-BigQuery
WOT-0001893,WO-000742,1,Piping,Bill wrong nature responsibility,Open,13.76,,GCP-BigQuery
WOT-0001894,WO-000742,2,Electrical,Scene despite best either truth,In Progress,16.19,,GCP-BigQuery
WOT-0001895,WO-000743,1,Piping,Build exactly open last decide future,In Progress,29.03,,GCP-BigQuery
WOT-0001896,WO-000744,1,Piping,Partner behavior economy our second,Completed,3.39,2.8,GCP-BigQuery
WOT-0001897,WO-000745,1,Electrical,Analysis ready must price receive,Completed,17.04,,GCP-BigQuery
WOT-0001898,WO-000745,2,I&C,Unit majority yeah,Open,8.88,,GCP-BigQuery
WOT-0001899,WO-000746,1,Piping,Thought beyond mean director offer a,Open,21.35,,GCP-BigQuery
WOT-0001900,WO-000746,2,Mechanical,Various send news clearly school wonder,In Progress,8.14,,GCP-BigQuery
WOT-0001901,WO-000747,1,Structural,Again every common church scene run cultural,In Progress,5.92,,GCP-BigQuery
WOT-0001902,WO-000747,2,I&C,Culture far article last peace,Open,32.11,,GCP-BigQuery
WOT-0001903,WO-000747,3,Piping,Brother treatment daughter,Open,29.55,,GCP-BigQuery
WOT-0001904,WO-000747,4,Structural,Series seven strong it reach street city her,Open,12.82,,GCP-BigQuery
WOT-0001905,WO-000748,1,Structural,Hear mouth range throw,Completed,10.15,8.16,GCP-BigQuery
WOT-0001906,WO-000749,1,Structural,Be church available indeed,Completed,8.15,11.44,GCP-BigQuery
WOT-0001907,WO-000750,1,Piping,Director spend entire minute never quality,Completed,23.92,31.12,GCP-BigQuery
WOT-0001908,WO-000751,1,Piping,Together true worker though church young mouth note,Completed,6.2,9.3,GCP-BigQuery
WOT-0001909,WO-000751,2,Electrical,Interesting particularly some evidence employee degree safe,Completed,37.79,45.27,GCP-BigQuery
WOT-0001910,WO-000751,3,Structural,Cultural far significant,Completed,21.87,24.69,GCP-BigQuery
WOT-0001911,WO-000751,4,Electrical,Until themselves break reason too discover record,Completed,2.57,3.08,GCP-BigQuery
WOT-0001912,WO-000752,1,Mechanical,Nice house power Republican,Completed,27.03,29.11,GCP-BigQuery
WOT-0001913,WO-000752,2,Electrical,Apply conference then sometimes,Completed,26.18,27.3,GCP-BigQuery
WOT-0001914,WO-000753,1,Structural,Traditional meet parent this drop,In Progress,28.81,,GCP-BigQuery
WOT-0001915,WO-000753,2,Mechanical,Base modern behavior end nature stock analysis,Open,2.88,,GCP-BigQuery
WOT-0001916,WO-000753,3,Piping,Sure day sort determine player military person,Completed,17.68,,GCP-BigQuery
WOT-0001917,WO-000753,4,Structural,Instead plant bag set,In Progress,8.57,,GCP-BigQuery
WOT-0001918,WO-000754,1,Piping,Clearly everybody suggest air she sister simple,Completed,16.75,24.74,GCP-BigQuery
WOT-0001919,WO-000755,1,Mechanical,Television rich base,In Progress,35.58,,GCP-BigQuery
WOT-0001920,WO-000755,2,I&C,Serious space one bar,Open,32.89,,GCP-BigQuery
WOT-0001921,WO-000755,3,Piping,Lose south keep thus positive,Completed,23.75,,GCP-BigQuery
WOT-0001922,WO-000756,1,Electrical,Skin security painting rest,Completed,38.48,33.73,GCP-BigQuery
WOT-0001923,WO-000757,1,Mechanical,Fine public some mean face factor,Completed,21.94,31.28,GCP-BigQuery
WOT-0001924,WO-000757,2,Electrical,Be spend outside office,Completed,13.83,11.55,GCP-BigQuery
WOT-0001925,WO-000758,1,Electrical,Expert mission should character station eye perform,Completed,30.33,25.48,GCP-BigQuery
WOT-0001926,WO-000758,2,I&C,Fire light medical,Completed,29.29,37.22,GCP-BigQuery
WOT-0001927,WO-000758,3,Structural,Ago out able end early generation game,Completed,21.59,17.4,GCP-BigQuery
WOT-0001928,WO-000758,4,Electrical,Rich every change help but include,Completed,38.38,47.0,GCP-BigQuery
WOT-0001929,WO-000759,1,Structural,Memory wrong hard any financial,Completed,28.48,38.84,GCP-BigQuery
WOT-0001930,WO-000759,2,Mechanical,Size heart among research,Completed,8.17,10.09,GCP-BigQuery
WOT-0001931,WO-000759,3,I&C,Like image drive own pass least great your,Completed,5.93,4.86,GCP-BigQuery
WOT-0001932,WO-000760,1,Piping,Single well task moment call art soon up,Open,35.01,,GCP-BigQuery
WOT-0001933,WO-000760,2,Piping,Education more three trip school energy,Completed,3.38,,GCP-BigQuery
WOT-0001934,WO-000760,3,Structural,While popular natural list they,In Progress,7.3,,GCP-BigQuery
WOT-0001935,WO-000761,1,Piping,Middle her shake month ask,Completed,39.05,,GCP-BigQuery
WOT-0001936,WO-000762,1,Structural,Drug pull center hundred question,Completed,32.65,,GCP-BigQuery
WOT-0001937,WO-000762,2,Piping,Miss population project film,Completed,12.81,,GCP-BigQuery
WOT-0001938,WO-000763,1,I&C,Citizen drug information response happy,Completed,38.0,37.52,GCP-BigQuery
WOT-0001939,WO-000763,2,Structural,Issue bit whether edge left American hope,Completed,16.18,15.18,GCP-BigQuery
WOT-0001940,WO-000764,1,Electrical,Hope great seek serious term amount idea director,In Progress,34.71,,GCP-BigQuery
WOT-0001941,WO-000764,2,Mechanical,Future raise family where treatment age,In Progress,18.57,,GCP-BigQuery
WOT-0001942,WO-000764,3,Structural,Like film society tell,Open,22.62,,GCP-BigQuery
WOT-0001943,WO-000764,4,I&C,Office spring measure truth sign room happy,Open,13.87,,GCP-BigQuery
WOT-0001944,WO-000765,1,Electrical,Recently million store every rise care particular,Completed,10.53,8.44,GCP-BigQuery
WOT-0001945,WO-000766,1,Electrical,Purpose future face police,Open,8.21,,GCP-BigQuery
WOT-0001946,WO-000767,1,Mechanical,Draw trouble decade share great,Completed,38.11,30.45,GCP-BigQuery
WOT-0001947,WO-000767,2,Structural,Election fire remember house develop center bill,Completed,16.56,13.0,GCP-BigQuery
WOT-0001948,WO-000768,1,Piping,Represent lawyer letter these,Completed,20.38,23.34,GCP-BigQuery
WOT-0001949,WO-000768,2,Structural,Name paper cup order,Completed,9.99,12.88,GCP-BigQuery
WOT-0001950,WO-000768,3,Piping,Quickly manage care popular yourself always image alone,Completed,27.89,20.56,GCP-BigQuery
WOT-0001951,WO-000768,4,Electrical,What truth partner measure,Completed,2.3,3.13,GCP-BigQuery
WOT-0001952,WO-000769,1,Electrical,Yard believe whether teach single result,Completed,7.24,8.07,GCP-BigQuery
WOT-0001953,WO-000769,2,Piping,Through action continue star young ahead blood,Completed,36.99,27.56,GCP-BigQuery
WOT-0001954,WO-000769,3,Mechanical,Born campaign others under each help,Completed,17.85,22.14,GCP-BigQuery
WOT-0001955,WO-000770,1,I&C,Pm market role statement other whether traditional,Completed,36.11,26.55,GCP-BigQuery
WOT-0001956,WO-000771,1,Electrical,Think quite hot,Completed,15.35,14.92,GCP-BigQuery
WOT-0001957,WO-000772,1,I&C,Society care around find audience but moment sign,In Progress,32.04,,GCP-BigQuery
WOT-0001958,WO-000772,2,Electrical,Board factor discuss morning gas,Open,30.29,,GCP-BigQuery
WOT-0001959,WO-000773,1,Electrical,Only series imagine,In Progress,23.31,,GCP-BigQuery
WOT-0001960,WO-000774,1,I&C,Spring citizen democratic own,Completed,6.09,,GCP-BigQuery
WOT-0001961,WO-000774,2,Structural,Available later friend industry,In Progress,36.44,,GCP-BigQuery
WOT-0001962,WO-000774,3,Structural,Effort already second room,Open,35.93,,GCP-BigQuery
WOT-0001963,WO-000775,1,Structural,Mind imagine section stop,Completed,21.14,29.81,GCP-BigQuery
WOT-0001964,WO-000776,1,Electrical,Again society down very investment whom season mind,Open,9.2,,GCP-BigQuery
WOT-0001965,WO-000776,2,I&C,Bring can sister adult,Open,28.1,,GCP-BigQuery
WOT-0001966,WO-000777,1,Piping,Want themselves area,Completed,12.19,14.98,GCP-BigQuery
WOT-0001967,WO-000777,2,Electrical,Guess huge parent stand several,Completed,35.18,30.61,GCP-BigQuery
WOT-0001968,WO-000777,3,Piping,Child lay fly seat beyond compare,Completed,3.87,2.85,GCP-BigQuery
WOT-0001969,WO-000778,1,Mechanical,Effect future appear involve nearly,Completed,24.03,23.52,GCP-BigQuery
WOT-0001970,WO-000778,2,I&C,Occur magazine suggest interesting no total,Completed,11.24,16.39,GCP-BigQuery
WOT-0001971,WO-000778,3,Electrical,Decision modern enough see American drug to above,Completed,6.52,6.15,GCP-BigQuery
WOT-0001972,WO-000779,1,I&C,World sister garden down television tree say,Completed,2.02,2.9,GCP-BigQuery
WOT-0001973,WO-000780,1,Mechanical,Carry animal do hear rich apply project,Completed,27.93,33.61,GCP-BigQuery
WOT-0001974,WO-000780,2,Piping,Reality adult state medical year oil ask,Completed,32.74,43.08,GCP-BigQuery
WOT-0001975,WO-000781,1,I&C,Experience consider administration yet yeah,In Progress,18.01,,GCP-BigQuery
WOT-0001976,WO-000781,2,Mechanical,Southern idea our of wall inside person space,In Progress,28.66,,GCP-BigQuery
WOT-0001977,WO-000781,3,I&C,Store politics service second put,Open,21.44,,GCP-BigQuery
WOT-0001978,WO-000782,1,Electrical,Bed mission certain situation often PM notice,Completed,15.62,11.05,GCP-BigQuery
WOT-0001979,WO-000782,2,Structural,Form bill again matter,Completed,17.86,20.57,GCP-BigQuery
WOT-0001980,WO-000782,3,Mechanical,Notice society task well three,Completed,28.75,33.06,GCP-BigQuery
WOT-0001981,WO-000782,4,I&C,Continue sister standard family,Completed,28.35,21.2,GCP-BigQuery
WOT-0001982,WO-000783,1,I&C,Simply involve nor whether,Completed,28.54,36.37,GCP-BigQuery
WOT-0001983,WO-000784,1,Structural,Imagine record wrong list,Completed,27.19,,GCP-BigQuery
WOT-0001984,WO-000784,2,I&C,Policy lead individual through politics community,Completed,30.1,,GCP-BigQuery
WOT-0001985,WO-000784,3,Piping,Finally wall right mind determine,Open,30.04,,GCP-BigQuery
WOT-0001986,WO-000784,4,Mechanical,Traditional practice together minute price night admit standard,In Progress,4.4,,GCP-BigQuery
WOT-0001987,WO-000785,1,I&C,Stock today whether thought brother,Completed,30.98,29.98,GCP-BigQuery
WOT-0001988,WO-000785,2,Structural,Total not its air,Completed,12.45,11.2,GCP-BigQuery
WOT-0001989,WO-000786,1,Mechanical,Image several name chair,Open,33.19,,GCP-BigQuery
WOT-0001990,WO-000786,2,Piping,Behavior nearly of general piece,In Progress,15.66,,GCP-BigQuery
WOT-0001991,WO-000786,3,Electrical,Address loss international public rate,Open,13.38,,GCP-BigQuery
WOT-0001992,WO-000786,4,Piping,Short southern finish front,In Progress,10.95,,GCP-BigQuery
WOT-0001993,WO-000787,1,Electrical,Edge court environment must,Completed,31.85,23.5,GCP-BigQuery
WOT-0001994,WO-000788,1,Electrical,Onto significant sure evening together,In Progress,3.43,,GCP-BigQuery
WOT-0001995,WO-000788,2,Structural,Strategy clearly sell,Open,32.03,,GCP-BigQuery
WOT-0001996,WO-000788,3,Structural,According system its,Completed,36.59,,GCP-BigQuery
WOT-0001997,WO-000788,4,Electrical,Traditional home your bring woman hit,Open,28.28,,GCP-BigQuery
WOT-0001998,WO-000789,1,Electrical,Avoid property sport friend wide,In Progress,35.75,,GCP-BigQuery
WOT-0001999,WO-000789,2,Piping,Answer at month,Completed,16.28,,GCP-BigQuery
WOT-0002000,WO-000790,1,Structural,Possible bag picture available scene approach imagine concern,Open,38.72,,GCP-BigQuery
WOT-0002001,WO-000790,2,Mechanical,Miss the we politics phone anyone happy point,Completed,11.25,,GCP-BigQuery
WOT-0002002,WO-000790,3,Electrical,Admit manager kind example class,Open,18.13,,GCP-BigQuery
WOT-0002003,WO-000791,1,I&C,Those rise several in candidate case affect,Completed,13.08,,GCP-BigQuery
WOT-0002004,WO-000791,2,Piping,Second man personal listen,Completed,10.48,,GCP-BigQuery
WOT-0002005,WO-000792,1,Structural,Type word not usually at sing,Open,24.94,,GCP-BigQuery
WOT-0002006,WO-000793,1,Electrical,However model move,Open,9.14,,GCP-BigQuery
WOT-0002007,WO-000793,2,Mechanical,Wife cup law become,In Progress,30.28,,GCP-BigQuery
WOT-0002008,WO-000794,1,Mechanical,West fire resource commercial,Completed,39.39,48.72,GCP-BigQuery
WOT-0002009,WO-000794,2,Piping,Trouble husband level until less daughter,Completed,34.08,49.9,GCP-BigQuery
WOT-0002010,WO-000795,1,Electrical,Question bad clear here,Completed,9.58,13.53,GCP-BigQuery
WOT-0002011,WO-000795,2,Mechanical,Seek draw message prove car,Completed,35.89,39.45,GCP-BigQuery
WOT-0002012,WO-000796,1,Mechanical,National with heavy couple language through nation,Open,13.6,,GCP-BigQuery
WOT-0002013,WO-000796,2,Piping,Enough any which ten follow,Completed,34.15,,GCP-BigQuery
WOT-0002014,WO-000796,3,Electrical,Ten family amount stage,In Progress,4.33,,GCP-BigQuery
WOT-0002015,WO-000797,1,Structural,Every yet door daughter economic big,Completed,30.1,35.11,GCP-BigQuery
WOT-0002016,WO-000797,2,I&C,Move until toward scientist matter message trip,Completed,39.52,35.41,GCP-BigQuery
WOT-0002017,WO-000797,3,I&C,Add claim begin man,Completed,23.77,27.08,GCP-BigQuery
WOT-0002018,WO-000798,1,I&C,Movie consumer pick end us information occur future,Completed,35.03,38.75,GCP-BigQuery
WOT-0002019,WO-000798,2,Piping,Six rather just serious term discuss state,Completed,6.67,8.43,GCP-BigQuery
WOT-0002020,WO-000798,3,Mechanical,Theory summer concern race five,Completed,7.02,7.66,GCP-BigQuery
WOT-0002021,WO-000799,1,I&C,Full occur last,Completed,23.75,30.16,GCP-BigQuery
WOT-0002022,WO-000800,1,Electrical,Manage reflect name,Completed,34.25,37.92,GCP-BigQuery
WOT-0002023,WO-000800,2,Electrical,Idea until budget long article team,Completed,39.02,40.35,GCP-BigQuery
WOT-0002024,WO-000800,3,Piping,Door if sister chair society half able,Completed,32.68,28.73,GCP-BigQuery
WOT-0002025,WO-000800,4,I&C,Century probably color difference glass purpose beat,Completed,24.06,21.04,GCP-BigQuery
WOT-0002026,WO-000801,1,Mechanical,Quickly process address friend writer view,Completed,10.96,9.37,GCP-BigQuery
WOT-0002027,WO-000801,2,Mechanical,If change authority prepare view,Completed,16.1,16.26,GCP-BigQuery
WOT-0002028,WO-000801,3,Structural,Word catch nothing why,Completed,34.12,39.05,GCP-BigQuery
WOT-0002029,WO-000802,1,Mechanical,Western newspaper move radio dog perhaps my situation,In Progress,9.17,,GCP-BigQuery
WOT-0002030,WO-000802,2,Structural,Well camera truth,Completed,24.96,,GCP-BigQuery
WOT-0002031,WO-000802,3,Structural,Sometimes week reality discover success item,Open,13.78,,GCP-BigQuery
WOT-0002032,WO-000803,1,I&C,Respond economy why possible fear paper suffer particular,Completed,31.34,,GCP-BigQuery
WOT-0002033,WO-000803,2,Structural,Picture positive exist later nation leader special,Completed,2.69,,GCP-BigQuery
WOT-0002034,WO-000803,3,Structural,Receive kid ground,Completed,16.88,,GCP-BigQuery
WOT-0002035,WO-000804,1,I&C,Dog name language local,In Progress,23.46,,GCP-BigQuery
WOT-0002036,WO-000804,2,Electrical,Shoulder prevent ago past ever sister white,In Progress,33.48,,GCP-BigQuery
WOT-0002037,WO-000805,1,Electrical,Rest professional left particular,Completed,20.71,26.79,GCP-BigQuery
WOT-0002038,WO-000805,2,I&C,His change perhaps trip media responsibility child,Completed,19.92,24.79,GCP-BigQuery
WOT-0002039,WO-000806,1,I&C,Floor officer management seek,Completed,27.05,33.53,GCP-BigQuery
WOT-0002040,WO-000806,2,I&C,Five modern human control personal down appear,Completed,28.96,32.8,GCP-BigQuery
WOT-0002041,WO-000806,3,Structural,Third professional test sense hope,Completed,9.34,11.62,GCP-BigQuery
WOT-0002042,WO-000806,4,Piping,Forward lead although pull collection tonight compare second,Completed,4.93,6.58,GCP-BigQuery
WOT-0002043,WO-000807,1,Mechanical,Environmental consumer model leave hour cell,In Progress,18.53,,GCP-BigQuery
WOT-0002044,WO-000808,1,Structural,Family point plant card mouth office especially hot,Completed,10.94,7.83,GCP-BigQuery
WOT-0002045,WO-000809,1,Mechanical,Term create whether type various,Open,11.29,,GCP-BigQuery
WOT-0002046,WO-000809,2,Piping,If end range trouble cost seven,Completed,31.48,,GCP-BigQuery
WOT-0002047,WO-000809,3,I&C,Concern war home why commercial watch develop,Completed,11.69,,GCP-BigQuery
WOT-0002048,WO-000810,1,I&C,Gas part rather bill team,Completed,2.57,3.06,GCP-BigQuery
WOT-0002049,WO-000810,2,Piping,Blood represent hard agent position million what,Completed,2.83,3.83,GCP-BigQuery
WOT-0002050,WO-000810,3,Mechanical,Food particular series significant expert energy account,Completed,31.01,37.47,GCP-BigQuery
